OFFENSE_CODE,YEAR,OFFENSE_DESCRIPTION,OCCURRED_ON_DATE,STREET,Lat,Long,Location,OFFENSE_CODE_GROUP
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-07 12:54:00,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)",Motor Vehicle Accident Response
3301,2018,VERBAL DISPUTE,2018-04-07 12:46:00,BAKER ST,42.28177412,-71.16887026,"(42.28177412, -71.16887026)",Verbal Disputes
1402,2018,VANDALISM,2018-03-31 00:01:00,A ST,42.34695268,-71.05112684,"(42.34695268, -71.05112684)",Vandalism
3503,2018,MISSING PERSON - NOT REPORTED - LOCATED,2018-04-07 11:15:00,EVANS WAY,42.33785524,-71.09779124,"(42.33785524, -71.09779124)",Missing Person Located
3410,2018,TOWED MOTOR VEHICLE,2018-04-07 10:15:00,D ST,42.33670628,-71.05330809,"(42.33670628, -71.05330809)",Towed
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-07 10:19:00,PALACE RD,42.33840144,-71.09939195,"(42.33840144, -71.09939195)",Medical Assistance
301,2018,ROBBERY - STREET,2018-04-07 02:30:00,WASHINGTON ST,42.29451037,-71.07197241,"(42.29451037, -71.07197241)",Robbery
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-04-06 18:00:00,W FIRST ST,42.34219488,-71.05091448,"(42.34219488, -71.05091448)",Larceny From Motor Vehicle
2629,2018,HARASSMENT,2018-01-05 07:00:00,POPLAR ST,42.28099739,-71.12598873,"(42.28099739, -71.12598873)",Harassment
3207,2018,PROPERTY - FOUND,2018-04-07 08:10:00,CUMMINS HWY,42.26894762,-71.09608344,"(42.26894762, -71.09608344)",Property Found
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-04 05:00:00,CASPIAN WAY,42.30959669,-71.0506876,"(42.30959669, -71.05068760)",Motor Vehicle Accident Response
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-07 04:08:00,LINDEN ST,42.35434154,-71.13031633,"(42.35434154, -71.13031633)",Medical Assistance
3114,2018,INVESTIGATE PROPERTY,2018-04-07 03:51:00,HARTFORD CT,42.31437447,-71.07282876,"(42.31437447, -71.07282876)",Investigate Property
802,2018,ASSAULT SIMPLE - BATTERY,2018-04-07 02:52:00,DORCHESTER AVE,42.27796447,-71.06648793,"(42.27796447, -71.06648793)",Simple Assault
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-07 00:09:00,PHIPPS ST,42.37637003,-71.06759097,"(42.37637003, -71.06759097)",Medical Assistance
1849,2018,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-04-06 19:47:00,COPELAND ST,42.3223837,-71.0804542,"(42.32238370, -71.08045420)",Drug Violation
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-04-05 09:00:00,ROCKWOOD ST,42.31369473,-71.1291285,"(42.31369473, -71.12912850)",Fraud
1842,2018,"DRUGS - POSS CLASS A - HEROIN, ETC. ",2018-04-06 15:30:00,PRESCOTT ST,42.23739303,-71.13273907,"(42.23739303, -71.13273907)",Drug Violation
3114,2018,INVESTIGATE PROPERTY,2018-04-06 18:19:00,NORTHAMPTON ST,42.33580503,-71.07740763,"(42.33580503, -71.07740763)",Investigate Property
520,2018,BURGLARY - RESIDENTIAL - FORCE,2018-04-04 14:45:00,PARK ST,42.28375111,-71.15369819,"(42.28375111, -71.15369819)",Residential Burglary
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-04-06 16:49:00,PERTHSHIRE RD,42.35346292,-71.16521264,"(42.35346292, -71.16521264)",Fraud
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-06 15:38:00,SARATOGA ST,42.38440155,-71.0154777,"(42.38440155, -71.01547770)",Medical Assistance
724,2018,AUTO THEFT,2018-04-05 19:00:00,WILLIAMS AVE,42.2493422,-71.11823514,"(42.24934220, -71.11823514)",Auto Theft
619,2018,LARCENY ALL OTHERS,2018-04-04 17:30:00,I ST,42.332374,-71.03987508,"(42.33237400, -71.03987508)",Larceny
3820,2018,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,2018-04-06 13:57:00,SOUTHERN AVE,42.29045129,-71.07395558,"(42.29045129, -71.07395558)",Motor Vehicle Accident Response
3115,2018,INVESTIGATE PERSON,2018-04-06 12:51:00,SHAWMUT AVE,42.3416339,-71.07148628,"(42.34163390, -71.07148628)",Investigate Person
727,2018,AUTO THEFT - LEASED/RENTED VEHICLE,2018-04-06 12:22:00,ADAMS ST,42.30826562,-71.06388804,"(42.30826562, -71.06388804)",Auto Theft
3201,2018,PROPERTY - LOST,2018-04-06 12:35:00,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.03981320)",Property Lost
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-06 10:48:00,COPELAND ST,42.32282213,-71.07984061,"(42.32282213, -71.07984061)",Medical Assistance
3125,2018,WARRANT ARREST,2018-04-06 11:02:00,TABER ST,42.33010198,-71.0831964,"(42.33010198, -71.08319640)",Warrant Arrests
3410,2018,TOWED MOTOR VEHICLE,2018-04-06 10:24:00,I ST,42.33512931,-71.03996713,"(42.33512931, -71.03996713)",Towed
3301,2018,VERBAL DISPUTE,2018-04-05 23:48:00,ADAMS ST,42.28190506,-71.05878807,"(42.28190506, -71.05878807)",Verbal Disputes
802,2018,ASSAULT SIMPLE - BATTERY,2018-04-05 23:33:00,GURNEY ST,42.33254346,-71.09605866,"(42.33254346, -71.09605866)",Simple Assault
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-05 19:48:00,SAVANNAH AVE,42.27643907,-71.09832164,"(42.27643907, -71.09832164)",Medical Assistance
2900,2018,VAL - VIOLATION OF AUTO LAW - OTHER,2018-04-05 19:04:00,ELBERT ST,42.31753036,-71.08637585,"(42.31753036, -71.08637585)",Other
3114,2018,INVESTIGATE PROPERTY,2018-04-05 18:23:00,WASHINGTON ST,42.34895731,-71.16228786,"(42.34895731, -71.16228786)",Investigate Property
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-04-05 19:25:00,BROOKS ST,42.35390015,-71.16295943,"(42.35390015, -71.16295943)",Fraud
3410,2018,TOWED MOTOR VEHICLE,2018-04-05 17:53:00,COLUMBUS AVE,42.3210249,-71.09845335,"(42.32102490, -71.09845335)",Towed
1501,2018,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",2018-04-05 17:54:00,ARVALE RD,42.29942873,-71.07526171,"(42.29942873, -71.07526171)",Firearm Violations
2900,2018,VAL - VIOLATION OF AUTO LAW - OTHER,2018-04-05 17:17:00,DAKOTA ST,42.29893272,-71.07138147,"(42.29893272, -71.07138147)",Other
3410,2018,TOWED MOTOR VEHICLE,2018-04-05 16:45:00,CHELSEA ST,42.37063654,-71.03793213,"(42.37063654, -71.03793213)",Towed
1841,2018,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,2018-04-05 16:32:00,BROOKS ST,42.358568,-71.159583,"(42.35856800, -71.15958300)",Drug Violation
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-04 17:05:00,EUSTIS ST,42.33077484,-71.08061991,"(42.33077484, -71.08061991)",Motor Vehicle Accident Response
1845,2018,DRUGS - POSS CLASS D,2018-04-05 14:20:00,AVENUE LOUIS PASTEUR,42.33830258,-71.10235253,"(42.33830258, -71.10235253)",Drug Violation
3007,2018,SUDDEN DEATH,2018-04-05 13:01:00,BALLARD ST,42.30756728,-71.11769388,"(42.30756728, -71.11769388)",Medical Assistance
3801,2018,M/V ACCIDENT - OTHER,2018-04-05 13:34:00,K ST,42.33370521,-71.03737191,"(42.33370521, -71.03737191)",Motor Vehicle Accident Response
3301,2018,VERBAL DISPUTE,2018-04-05 12:49:00,DUMAS ST,42.28450874,-71.08580588,"(42.28450874, -71.08580588)",Verbal Disputes
1108,2017,FRAUD - WELFARE,2017-05-08 00:00:00,WELLES AVE,42.2896322,-71.06490373,"(42.28963220, -71.06490373)",Fraud
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-05 11:40:00,SCHOOL ST,42.31550475,-71.10051479,"(42.31550475, -71.10051479)",Motor Vehicle Accident Response
1402,2018,VANDALISM,2018-04-05 00:30:00,OLIVA RD,42.35621698,-71.16162719,"(42.35621698, -71.16162719)",Vandalism
3114,2018,INVESTIGATE PROPERTY,2018-04-05 11:28:00,HYDE PARK AVE,42.2491787,-71.12663006,"(42.24917870, -71.12663006)",Investigate Property
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-05 08:38:00,HIGH ST,42.30948988,-71.06108147,"(42.30948988, -71.06108147)",Medical Assistance
2900,2018,VAL - VIOLATION OF AUTO LAW - OTHER,2018-04-05 10:03:00,ADAMS ST,42.28463751,-71.05531422,"(42.28463751, -71.05531422)",Other
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-04-04 12:00:00,E FIRST ST,42.33804018,-71.04161304,"(42.33804018, -71.04161304)",Larceny From Motor Vehicle
3801,2018,M/V ACCIDENT - OTHER,2018-04-05 06:17:00,NEPONSET AVE,42.2928261,-71.050667,"(42.29282610, -71.05066700)",Motor Vehicle Accident Response
3114,2018,INVESTIGATE PROPERTY,2018-04-05 06:05:00,FAIRMOUNT AVE,42.24690741,-71.1123873,"(42.24690741, -71.11238730)",Investigate Property
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-05 05:41:00,ENGLEWOOD AVE,42.33791824,-71.1486764,"(42.33791824, -71.14867640)",Medical Assistance
3114,2018,INVESTIGATE PROPERTY,2018-04-05 04:43:00,CRESTON ST,42.31251728,-71.07977497,"(42.31251728, -71.07977497)",Investigate Property
3301,2018,VERBAL DISPUTE,2018-04-05 02:18:00,STRATTON ST,42.28878221,-71.08354299,"(42.28878221, -71.08354299)",Verbal Disputes
802,2018,ASSAULT SIMPLE - BATTERY,2018-04-05 01:10:00,RIVERSIDE SQ,42.26063039,-71.1141177,"(42.26063039, -71.11411770)",Simple Assault
3301,2018,VERBAL DISPUTE,2018-04-04 19:00:00,SPRING ST,42.27448447,-71.16892048,"(42.27448447, -71.16892048)",Verbal Disputes
2647,2018,THREATS TO DO BODILY HARM,2018-04-04 19:45:00,ASHMONT ST,42.28839651,-71.05485305,"(42.28839651, -71.05485305)",Other
1402,2018,VANDALISM,2018-04-04 19:30:00,E EIGHTH ST,42.33136822,-71.04112821,"(42.33136822, -71.04112821)",Vandalism
735,2018,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2018-04-04 19:28:00,MOSELEY ST,42.31972204,-71.05523096,"(42.31972204, -71.05523096)",Auto Theft Recovery
2907,2018,VAL - OPERATING AFTER REV/SUSP.,2018-04-04 17:42:00,GALLIVAN BLVD,42.27861386,-71.07007277,"(42.27861386, -71.07007277)",Violations
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-04 16:04:00,MILTON ST,42.23935616,-71.13258084,"(42.23935616, -71.13258084)",Motor Vehicle Accident Response
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-04 16:15:00,CITY SQ,42.37191984,-71.06136498,"(42.37191984, -71.06136498)",Motor Vehicle Accident Response
802,2018,ASSAULT SIMPLE - BATTERY,2018-04-02 13:15:00,LAWRENCE ST,42.37634694,-71.06679937,"(42.37634694, -71.06679937)",Simple Assault
413,2018,ASSAULT - AGGRAVATED - BATTERY,2018-04-03 19:00:00,ORANGE ST,42.27975024,-71.14094238,"(42.27975024, -71.14094238)",Aggravated Assault
522,2018,BURGLARY - RESIDENTIAL - NO FORCE,2018-04-04 15:17:00,ATLANTIC ST,42.33408297,-71.0462535,"(42.33408297, -71.04625350)",Residential Burglary
3803,2018,M/V ACCIDENT - PERSONAL INJURY,2018-04-04 14:57:00,CHAPEL RD,42.26840396,-71.11282745,"(42.26840396, -71.11282745)",Motor Vehicle Accident Response
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-04 15:09:00,LORING ST,42.24722277,-71.12140414,"(42.24722277, -71.12140414)",Medical Assistance
3207,2018,PROPERTY - FOUND,2018-04-04 14:46:00,BAY ST,42.34824116,-71.06854935,"(42.34824116, -71.06854935)",Property Found
423,2018,ASSAULT - AGGRAVATED,2018-04-04 13:51:00,BLUE HILL AVE,42.28489215,-71.09111291,"(42.28489215, -71.09111291)",Aggravated Assault
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-04 09:50:00,PROCTOR ST,42.32692484,-71.06919772,"(42.32692484, -71.06919772)",Motor Vehicle Accident Response
2005,2018,CHILD ENDANGERMENT,2018-04-02 00:00:00,GALLIVAN BLVD,42.27983837,-71.06622436,"(42.27983837, -71.06622436)",Offenses Against Child / Family
735,2018,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2018-04-04 10:57:00,CULBERT ST,42.27331766,-71.09393707,"(42.27331766, -71.09393707)",Auto Theft Recovery
2629,2018,HARASSMENT,2018-04-03 16:57:00,COLUMBIA RD,42.33250307,-71.02733628,"(42.33250307, -71.02733628)",Harassment
3803,2018,M/V ACCIDENT - PERSONAL INJURY,2018-04-04 09:29:00,CENTRE ST,42.3262152,-71.09653095,"(42.32621520, -71.09653095)",Motor Vehicle Accident Response
802,2018,ASSAULT SIMPLE - BATTERY,2018-04-04 04:04:00,BAKER ST,42.2831461,-71.16935953,"(42.28314610, -71.16935953)",Simple Assault
2629,2018,HARASSMENT,2018-04-03 23:58:00,CHESTNUT HILL AVE,42.34004752,-71.15544872,"(42.34004752, -71.15544872)",Harassment
3410,2018,TOWED MOTOR VEHICLE,2018-04-03 07:06:00,HAYNES ST,42.36666678,-71.0379296,"(42.36666678, -71.03792960)",Towed
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-03 23:18:00,MINOT ST,42.28627779,-71.04486215,"(42.28627779, -71.04486215)",Motor Vehicle Accident Response
3410,2018,TOWED MOTOR VEHICLE,2018-04-03 17:20:00,ALEXANDER ST,42.31825462,-71.0693094,"(42.31825462, -71.06930940)",Towed
1106,2018,FRAUD - CREDIT CARD / ATM FRAUD,2018-03-30 16:00:00,RIDGEMONT ST,42.35128926,-71.14146034,"(42.35128926, -71.14146034)",Confidence Games
3301,2018,VERBAL DISPUTE,2018-04-03 16:57:00,E EIGHTH ST,42.33178053,-71.04941451,"(42.33178053, -71.04941451)",Verbal Disputes
619,2018,LARCENY ALL OTHERS,2018-03-27 14:00:00,OLD COLONY AVE,42.33195031,-71.05339374,"(42.33195031, -71.05339374)",Larceny
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-03-28 17:00:00,VERA ST,42.27869851,-71.07593573,"(42.27869851, -71.07593573)",Fraud
3201,2018,PROPERTY - LOST,2018-03-26 20:00:00,MARGARETTA DR,42.25756208,-71.14578222,"(42.25756208, -71.14578222)",Property Lost
3807,2018,M/V ACCIDENT - OTHER CITY VEHICLE,2018-04-03 15:21:00,ANGELL ST,42.2953458,-71.08790188,"(42.29534580, -71.08790188)",Motor Vehicle Accident Response
802,2018,ASSAULT SIMPLE - BATTERY,2018-04-02 22:00:00,BENT CT,42.33052473,-71.04797034,"(42.33052473, -71.04797034)",Simple Assault
3201,2018,PROPERTY - LOST,2018-03-27 17:00:00,DORCHESTER AVE,42.33976143,-71.0570922,"(42.33976143, -71.05709220)",Property Lost
3501,2018,MISSING PERSON,2018-04-03 12:51:00,PAGE ST,42.29939553,-71.08300168,"(42.29939553, -71.08300168)",Missing Person Reported
3830,2018,M/V - LEAVING SCENE - PERSONAL INJURY,2018-03-26 19:00:00,TRANSPORTATION WAY,42.36793747,-71.02887772,"(42.36793747, -71.02887772)",Motor Vehicle Accident Response
301,2018,ROBBERY - STREET,2018-04-03 12:49:00,CENTRE ST,42.27877089,-71.15946645,"(42.27877089, -71.15946645)",Robbery
3018,2018,SICK/INJURED/MEDICAL - POLICE,2018-04-03 13:00:00,GROVELAND ST,42.27378465,-71.07763008,"(42.27378465, -71.07763008)",Medical Assistance
423,2018,ASSAULT - AGGRAVATED,2018-04-03 11:43:00,HAROLD ST,42.31366395,-71.092029,"(42.31366395, -71.09202900)",Aggravated Assault
3803,2018,M/V ACCIDENT - PERSONAL INJURY,2018-04-03 11:01:00,ESSEX ST,42.35219264,-71.05758905,"(42.35219264, -71.05758905)",Motor Vehicle Accident Response
3410,2018,TOWED MOTOR VEHICLE,2018-04-03 09:12:00,DAMRELL ST,42.33330381,-71.05654786,"(42.33330381, -71.05654786)",Towed
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-03 06:56:00,MINOT ST,42.28357335,-71.05633295,"(42.28357335, -71.05633295)",Medical Assistance
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-03 03:16:00,MILL ST,42.29734252,-71.05143752,"(42.29734252, -71.05143752)",Medical Assistance
802,2018,ASSAULT SIMPLE - BATTERY,2018-04-02 22:13:00,CLARENDON ST,42.34487687,-71.07235198,"(42.34487687, -71.07235198)",Simple Assault
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-02 21:07:00,BLUE HILL AVE,42.28582356,-71.09104328,"(42.28582356, -71.09104328)",Motor Vehicle Accident Response
3301,2018,VERBAL DISPUTE,2018-04-02 20:34:00,GIBSON ST,42.29807163,-71.05771622,"(42.29807163, -71.05771622)",Verbal Disputes
1843,2018,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,2018-04-02 20:04:22,COLUMBUS AVE,42.3384435,-71.084391,"(42.33844350, -71.08439100)",Drug Violation
1106,2018,FRAUD - CREDIT CARD / ATM FRAUD,2018-03-30 15:00:00,LEIGHTON RD,42.24954831,-71.14431405,"(42.24954831, -71.14431405)",Confidence Games
3115,2018,INVESTIGATE PERSON,2018-04-02 14:00:00,MONTVIEW ST,42.2876667,-71.15926488,"(42.28766670, -71.15926488)",Investigate Person
3201,2018,PROPERTY - LOST,2018-02-23 00:00:00,M ST,42.33522951,-71.03333741,"(42.33522951, -71.03333741)",Property Lost
1402,2018,VANDALISM,2018-03-25 06:00:00,LAWRENCE ST,42.37670743,-71.06717142,"(42.37670743, -71.06717142)",Vandalism
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-04-02 13:35:00,MURRAY HILL RD,42.28646713,-71.12490243,"(42.28646713, -71.12490243)",Larceny From Motor Vehicle
3201,2018,PROPERTY - LOST,2018-04-02 12:30:00,BUNKER HILL ST,42.37830782,-71.06063085,"(42.37830782, -71.06063085)",Property Lost
3201,2018,PROPERTY - LOST,2018-03-26 14:22:00,WOOD AVE,42.26766922,-71.11160852,"(42.26766922, -71.11160852)",Property Lost
1402,2018,VANDALISM,2018-04-01 14:00:00,PARK ST,42.28479779,-71.15587797,"(42.28479779, -71.15587797)",Vandalism
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-02 14:00:00,BARRY ST,42.25453845,-71.12859019,"(42.25453845, -71.12859019)",Motor Vehicle Accident Response
1402,2018,VANDALISM,2018-04-01 17:00:00,WACHUSETT ST,42.29174858,-71.11691273,"(42.29174858, -71.11691273)",Vandalism
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-03-29 13:15:00,DIETZ RD,42.2509639,-71.14284317,"(42.25096390, -71.14284317)",Fraud
3201,2018,PROPERTY - LOST,2018-04-02 09:00:00,CENTRE ST,42.31355267,-71.11410232,"(42.31355267, -71.11410232)",Property Lost
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-04-02 10:56:00,COLUMBUS AVE,42.31370136,-71.09551192,"(42.31370136, -71.09551192)",Medical Assistance
1106,2018,FRAUD - CREDIT CARD / ATM FRAUD,2018-03-06 00:00:00,W SECOND ST,42.34329336,-71.05610471,"(42.34329336, -71.05610471)",Confidence Games
3201,2018,PROPERTY - LOST,2018-03-23 23:00:00,PRINCETON PL,42.37917348,-71.03103616,"(42.37917348, -71.03103616)",Property Lost
3402,2018,ANIMAL INCIDENTS,2018-04-02 08:17:00,TREMONT ST,42.34324642,-71.07297643,"(42.34324642, -71.07297643)",Service
619,2018,LARCENY ALL OTHERS,2018-02-27 10:35:00,SOUTH ST,42.28860658,-71.13265052,"(42.28860658, -71.13265052)",Larceny
3201,2018,PROPERTY - LOST,2018-03-30 16:00:00,GOLD ST,42.33629453,-71.04971704,"(42.33629453, -71.04971704)",Property Lost
2907,2018,VAL - OPERATING AFTER REV/SUSP.,2018-04-02 09:38:00,FRANCIS ST,42.33494035,-71.10610468,"(42.33494035, -71.10610468)",Violations
617,2018,LARCENY THEFT FROM BUILDING,2018-04-02 02:30:00,ROSLINDALE AVE,42.28308486,-71.13560093,"(42.28308486, -71.13560093)",Larceny
3410,2018,TOWED MOTOR VEHICLE,2018-04-02 08:39:00,K ST,42.33185557,-71.03731191,"(42.33185557, -71.03731191)",Towed
3115,2018,INVESTIGATE PERSON,2018-04-02 07:24:00,ACADIA ST,42.33782826,-71.02999021,"(42.33782826, -71.02999021)",Investigate Person
801,2018,ASSAULT - SIMPLE,2018-04-02 06:52:00,BYRON ST,42.38370866,-71.01645416,"(42.38370866, -71.01645416)",Simple Assault
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-01 11:30:00,S FAIRVIEW ST,42.28735396,-71.13269382,"(42.28735396, -71.13269382)",Motor Vehicle Accident Response
3001,2018,DEATH INVESTIGATION,2018-04-02 05:10:00,MAIN ST,42.38054099,-71.07021267,"(42.38054099, -71.07021267)",Medical Assistance
3114,2018,INVESTIGATE PROPERTY,2018-04-01 21:42:00,EVANS ST,42.28316321,-71.07627064,"(42.28316321, -71.07627064)",Investigate Property
1504,2018,WEAPON - OTHER - OTHER VIOLATION,2018-04-01 21:39:00,HYDE PARK AVE,42.28519915,-71.11891253,"(42.28519915, -71.11891253)",Other
802,2018,ASSAULT SIMPLE - BATTERY,2018-04-01 16:16:00,GERARD ST,42.32808857,-71.07271653,"(42.32808857, -71.07271653)",Simple Assault
3115,2018,INVESTIGATE PERSON,2018-04-01 18:00:00,CUMMINS HWY,42.2704856,-71.10106225,"(42.27048560, -71.10106225)",Investigate Person
3803,2018,M/V ACCIDENT - PERSONAL INJURY,2018-04-01 17:22:00,LEDGEBROOK RD,42.27124122,-71.08374856,"(42.27124122, -71.08374856)",Motor Vehicle Accident Response
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-03-27 23:00:00,SURREY ST,42.35047,-71.15482225,"(42.35047000, -71.15482225)",Motor Vehicle Accident Response
3116,2018,HARBOR INCIDENT / VIOLATION,2018-04-01 13:38:00,HEAD ISLAND CSWY,42.333521,-71.02321,"(42.33352100, -71.02321000)",Harbor Related Incidents
2906,2018,VAL - OPERATING UNREG/UNINS  CAR,2018-04-01 12:51:00,BROOKS ST,42.35633579,-71.16232159,"(42.35633579, -71.16232159)",Violations
3114,2018,INVESTIGATE PROPERTY,2018-04-01 11:07:00,BOURNESIDE ST,42.29766417,-71.06280134,"(42.29766417, -71.06280134)",Investigate Property
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-03-30 10:13:00,FORD ST,42.38742477,-71.00711109,"(42.38742477, -71.00711109)",Motor Vehicle Accident Response
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-04-01 09:58:00,BISPHAM ST,42.29790175,-71.05837467,"(42.29790175, -71.05837467)",Motor Vehicle Accident Response
3830,2018,M/V - LEAVING SCENE - PERSONAL INJURY,2018-03-31 20:00:00,RICHMOND ST,42.3618388,-71.05227564,"(42.36183880, -71.05227564)",Motor Vehicle Accident Response
3801,2018,M/V ACCIDENT - OTHER,2018-04-01 02:15:00,CONGRESS ST,42.35562813,-71.05567739,"(42.35562813, -71.05567739)",Motor Vehicle Accident Response
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-03-31 11:05:00,GLOUCESTER ST,42.34935318,-71.08423015,"(42.34935318, -71.08423015)",Larceny From Motor Vehicle
1849,2018,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-03-31 21:48:00,METROPOLITAN AVE,42.2549852,-71.11207939,"(42.25498520, -71.11207939)",Drug Violation
802,2018,ASSAULT SIMPLE - BATTERY,2018-03-31 20:04:00,HAVRE ST,42.3705139,-71.04045518,"(42.37051390, -71.04045518)",Simple Assault
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-03-31 20:35:00,ANSEL RD,42.28640937,-71.08957419,"(42.28640937, -71.08957419)",Larceny From Motor Vehicle
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-03-31 19:56:00,MORAINE ST,42.31973262,-71.11275984,"(42.31973262, -71.11275984)",Medical Assistance
619,2018,LARCENY ALL OTHERS,2018-03-31 19:47:00,WARD ST,42.32972848,-71.05466781,"(42.32972848, -71.05466781)",Larceny
619,2018,LARCENY ALL OTHERS,2018-03-29 13:30:00,BENNETT ST,42.3519065,-71.15913012,"(42.35190650, -71.15913012)",Larceny
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-03-31 16:45:00,JOAN RD,42.25304573,-71.14377428,"(42.25304573, -71.14377428)",Medical Assistance
3018,2018,SICK/INJURED/MEDICAL - POLICE,2018-03-31 15:54:00,WALNUT ST,42.28791697,-71.04001774,"(42.28791697, -71.04001774)",Medical Assistance
3201,2018,PROPERTY - LOST,2018-03-31 15:10:00,POPLAR ST,42.27891039,-71.12375293,"(42.27891039, -71.12375293)",Property Lost
1102,2018,FRAUD - FALSE PRETENSE / SCHEME,2018-03-31 15:09:00,GORDON ST,42.35090953,-71.14007635,"(42.35090953, -71.14007635)",Fraud
614,2018,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-03-30 17:30:00,C ST,42.34169607,-71.05013734,"(42.34169607, -71.05013734)",Larceny From Motor Vehicle
3201,2018,PROPERTY - LOST,2018-03-31 14:49:00,WASHINGTON ST,42.35248965,-71.17217123,"(42.35248965, -71.17217123)",Property Lost
3831,2018,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-03-31 13:18:00,SAINT ALPHONSUS ST,42.33295909,-71.10132271,"(42.33295909, -71.10132271)",Motor Vehicle Accident Response
3301,2018,VERBAL DISPUTE,2018-03-31 13:11:00,FARRAR AVE,42.26878567,-71.11408859,"(42.26878567, -71.11408859)",Verbal Disputes
1805,2018,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,2018-03-31 12:06:00,BEACON ST,42.35192246,-71.08549919,"(42.35192246, -71.08549919)",Drug Violation
3106,2018,PROPERTY - ACCIDENTAL DAMAGE,2018-03-31 09:33:00,E FOURTH ST,42.33473876,-71.03740172,"(42.33473876, -71.03740172)",Property Related Damage
1106,2018,FRAUD - CREDIT CARD / ATM FRAUD,2018-02-12 12:00:00,ELM ST,42.37843587,-71.06304626,"(42.37843587, -71.06304626)",Confidence Games
3802,2018,M/V ACCIDENT - PROPERTY  DAMAGE,2018-03-31 09:15:00,RESERVATION RD,42.25369879,-71.13222563,"(42.25369879, -71.13222563)",Motor Vehicle Accident Response
3803,2018,M/V ACCIDENT - PERSONAL INJURY,2018-03-31 08:31:00,ALBANY ST,42.34594311,-71.06128608,"(42.34594311, -71.06128608)",Motor Vehicle Accident Response
3201,2018,PROPERTY - LOST,2018-03-31 07:00:00,ELGIN ST,42.28061388,-71.16027077,"(42.28061388, -71.16027077)",Property Lost
724,2018,AUTO THEFT,2018-03-30 19:45:00,DUNCKLEE ST,42.35390603,-71.15689738,"(42.35390603, -71.15689738)",Auto Theft
3006,2018,SICK/INJURED/MEDICAL - PERSON,2018-03-31 05:05:00,MIDLAND ST,42.31137657,-71.05460091,"(42.31137657, -71.05460091)",Medical Assistance
